m/z,z
806.0753,3
860.0929,3
873.7684,3
957.1247,3
1054.1565,3
782.4054,3
850.0986,3
904.1162,3
917.7917,3
1001.148,3
1098.1798,3
633.6472,3
701.3403,3
755.3579,3
769.0335,3
852.3898,3
949.4216,3
781.0805,3
848.7736,3
902.7912,3
916.4667,3
999.823,3
1096.8548,3
747.0425,3
814.7356,3
868.7532,3
882.4288,3
965.7851,3
1062.8169,3
747.0425,3
814.7356,3
868.7532,3
882.4288,3
965.7851,3
1062.8169,3
695.0088,3
762.7019,3
816.7195,3
830.3951,3
913.7513,3
1010.7832,3
762.7024,3
830.3956,3
884.4132,3
898.0887,3
981.445,3
1078.4768,3
739.0284,3
806.7216,3
860.7392,3
874.4147,3
957.771,3
1054.8028,3
762.7024,3
830.3956,3
884.4132,3
898.0887,3
981.445,3
1078.4768,3
750.0586,3
817.7517,3
871.7693,3
885.4448,3
968.8011,3
1065.8329,3
762.7024,3
830.3956,3
884.4132,3
898.0887,3
981.445,3
1078.4768,3
788.4009,3
856.094,3
910.1116,3
923.7871,3
1007.1434,3
1104.1752,3
719.3263,3
787.0194,3
841.037,3
854.7125,3
938.0688,3
1035.1006,3
818.7751,3
886.4683,3
940.4859,3
954.1614,3
1037.5177,3
1134.5495,3
665.9981,3
733.6913,3
787.7089,3
801.3844,3
884.7407,3
981.7725,3
818.7751,3
886.4683,3
940.4859,3
954.1614,3
1037.5177,3
1134.5495,3
790.0567,3
857.7498,3
911.7674,3
925.443,3
1008.7992,3
1105.8311,3
790.0567,3
857.7498,3
911.7674,3
925.443,3
1008.7992,3
1105.8311,3
695.0088,3
762.7019,3
816.7195,3
830.3951,3
913.7513,3
1010.7832,3
800.0876,3
867.7807,3
921.7983,3
935.4739,3
1018.8301,3
1115.862,3
765.0353,3
832.7284,3
886.746,3
900.4216,3
983.7778,3
1080.8096,3
800.0876,3
867.7807,3
921.7983,3
935.4739,3
1018.8301,3
1115.862,3
803.3776,3
871.0707,3
925.0883,3
938.7639,3
1022.1202,3
1119.152,3
841.3919,3
909.0851,3
963.1027,3
976.7782,3
1060.1345,3
1157.1663,3
893.4355,3
961.1287,3
1015.1463,3
1028.8218,3
1112.1781,3
1209.2099,3
909.7984,3
977.4915,3
1031.5091,3
1045.1846,3
1128.5409,3
1225.5727,3
893.797,3
961.4901,3
1015.5077,3
1029.1833,3
1112.5395,3
1209.5713,3
841.7633,3
909.4564,3
963.474,3
977.1495,3
1060.5058,3
1157.5376,3
937.1846,3
1004.8778,3
1058.8954,3
1072.5709,3
1155.9272,3
1252.959,3
989.5267,3
1057.2198,3
1111.2375,3
1124.913,3
1208.2693,3
1305.3011,3
115.8336,4
166.6034,4
207.1166,4
217.3732,4
279.8905,4
352.6643,4
117.0419,4
167.8117,4
208.325,4
218.5816,4
281.0988,4
353.8727,4
117.0419,4
167.8117,4
208.325,4
218.5816,4
281.0988,4
353.8727,4
120.5458,4
171.3157,4
211.8289,4
222.0855,4
284.6027,4
357.3766,4
124.8063,4
175.5761,4
216.0893,4
226.346,4
288.8632,4
361.637,4
128.3284,4
179.0982,4
219.6114,4
229.8681,4
292.3853,4
365.1591,4
131.8169,4
182.5867,4
223.1,4
233.3566,4
295.8738,4
368.6477,4
104.8179,4
155.5878,4
196.101,4
206.3576,4
268.8748,4
341.6487,4
112.3115,4
163.0813,4
203.5945,4
213.8511,4
276.3684,4
349.1422,4
146.3246,4
197.0944,4
237.6076,4
247.8642,4
310.3815,4
383.1553,4
126.0811,4
176.8509,4
217.3641,4
227.6208,4
290.138,4
362.9119,4
156.336,4
207.1059,4
247.6191,4
257.8757,4
320.3929,4
393.1668,4
156.336,4
207.1059,4
247.6191,4
257.8757,4
320.3929,4
393.1668,4
162.3233,4
213.0931,4
253.6063,4
263.863,4
326.3802,4
399.154,4
121.8245,4
172.5943,4
213.1075,4
223.3641,4
285.8814,4
358.6552,4
169.3392,4
220.109,4
260.6223,4
270.8789,4
333.3961,4
406.17,4
178.5852,4
229.3551,4
269.8683,4
280.1249,4
342.6421,4
415.416,4
186.8616,4
237.6314,4
278.1446,4
288.4013,4
350.9185,4
423.6923,4
158.3417,4
209.1116,4
249.6248,4
259.8814,4
322.3986,4
395.1725,4
159.5868,4
210.3567,4
250.8699,4
261.1265,4
323.6437,4
396.4176,4
194.347,4
245.1169,4
285.6301,4
295.8867,4
358.4039,4
431.1778,4
155.5924,4
206.3623,4
246.8755,4
257.1321,4
319.6493,4
392.4232,4
165.3587,4
216.1285,4
256.6417,4
266.8984,4
329.4156,4
402.1894,4
198.0959,4
248.8658,4
289.379,4
299.6356,4
362.1528,4
434.9267,4
194.6177,4
245.3875,4
285.9007,4
296.1574,4
358.6746,4
431.4484,4
201.105,4
251.8749,4
292.3881,4
302.6447,4
365.1619,4
437.9358,4
201.5999,4
252.3697,4
292.8829,4
303.1395,4
365.6568,4
438.4306,4
210.5954,4
261.3653,4
301.8785,4
312.1351,4
374.6523,4
447.4262,4
210.6089,4
261.3788,4
301.892,4
312.1486,4
374.6659,4
447.4397,4
210.5954,4
261.3653,4
301.8785,4
312.1351,4
374.6523,4
447.4262,4
165.8353,4
216.6051,4
257.1183,4
267.375,4
329.8922,4
402.6661,4
222.618,4
273.3879,4
313.9011,4
324.1577,4
386.6749,4
459.4488,4
226.3708,4
277.1406,4
317.6538,4
327.9105,4
390.4277,4
463.2015,4
226.6414,4
277.4113,4
317.9245,4
328.1811,4
390.6983,4
463.4722,4
226.6414,4
277.4113,4
317.9245,4
328.1811,4
390.6983,4
463.4722,4
231.1222,4
281.8921,4
322.4053,4
332.6619,4
395.1791,4
467.953,4
234.8721,4
285.642,4
326.1552,4
336.4118,4
398.929,4
471.7029,4
209.3698,4
260.1397,4
300.6529,4
310.9095,4
373.4267,4
446.2006,4
241.6077,4
292.3775,4
332.8907,4
343.1474,4
405.6646,4
478.4384,4
212.377,4
263.1468,4
303.66,4
313.9166,4
376.4339,4
449.2077,4
212.377,4
263.1468,4
303.66,4
313.9166,4
376.4339,4
449.2077,4
211.3572,4
262.1271,4
302.6403,4
312.8969,4
375.4141,4
448.188,4
211.3572,4
262.1271,4
302.6403,4
312.8969,4
375.4141,4
448.188,4
254.6418,4
305.4116,4
345.9248,4
356.1815,4
418.6987,4
491.4725,4
254.8815,4
305.6513,4
346.1645,4
356.4212,4
418.9384,4
491.7123,4
263.3829,4
314.1527,4
354.6659,4
364.9226,4
427.4398,4
500.2136,4
266.1551,4
316.9249,4
357.4381,4
367.6947,4
430.212,4
502.9858,4
234.8768,4
285.6466,4
326.1598,4
336.4165,4
398.9337,4
471.7076,4
269.1341,4
319.9039,4
360.4171,4
370.6737,4
433.191,4
505.9648,4
234.8768,4
285.6466,4
326.1598,4
336.4165,4
398.9337,4
471.7076,4
273.4089,4
324.1787,4
364.6919,4
374.9486,4
437.4658,4
510.2396,4
244.4007,4
295.1705,4
335.6838,4
345.9404,4
408.4576,4
481.2315,4
244.4007,4
295.1705,4
335.6838,4
345.9404,4
408.4576,4
481.2315,4
241.6077,4
292.3775,4
332.8907,4
343.1474,4
405.6646,4
478.4384,4
250.3825,4
301.1524,4
341.6656,4
351.9222,4
414.4394,4
487.2133,4
283.6382,4
334.4081,4
374.9213,4
385.1779,4
447.6951,4
520.469,4
267.6442,4
318.414,4
358.9272,4
369.1839,4
431.7011,4
504.4749,4
286.1362,4
336.906,4
377.4192,4
387.6759,4
450.1931,4
522.9669,4
282.6432,4
333.413,4
373.9262,4
384.1828,4
446.7001,4
519.4739,4
287.1421,4
337.912,4
378.4252,4
388.6818,4
451.199,4
523.9729,4
286.1362,4
336.906,4
377.4192,4
387.6759,4
450.1931,4
522.9669,4
258.8984,4
309.6683,4
350.1815,4
360.4381,4
422.9553,4
495.7292,4
329.6713,4
380.4412,4
420.9544,4
431.211,4
493.7282,4
566.5021,4
251.3986,4
302.1684,4
342.6816,4
352.9383,4
415.4555,4
488.2293,4
286.9042,4
337.6741,4
378.1873,4
388.4439,4
450.9611,4
523.735,4
343.4435,4
394.2133,4
434.7265,4
444.9831,4
507.5004,4
580.2742,4
315.661,4
366.4308,4
406.944,4
417.2007,4
479.7179,4
552.4917,4
315.9381,4
366.7079,4
407.2211,4
417.4778,4
479.995,4
552.7688,4
288.3998,4
339.1696,4
379.6828,4
389.9395,4
452.4567,4
525.2305,4
318.1599,4
368.9298,4
409.443,4
419.6996,4
482.2168,4
554.9907,4
358.1676,4
408.9374,4
449.4506,4
459.7073,4
522.2245,4
594.9983,4
318.1599,4
368.9298,4
409.443,4
419.6996,4
482.2168,4
554.9907,4
318.1599,4
368.9298,4
409.443,4
419.6996,4
482.2168,4
554.9907,4
283.1625,4
333.9323,4
374.4455,4
384.7021,4
447.2194,4
519.9932,4
325.6789,4
376.4487,4
416.9619,4
427.2186,4
489.7358,4
562.5097,4
322.1877,4
372.9576,4
413.4708,4
423.7274,4
486.2446,4
559.0185,4
272.637,4
323.4068,4
363.92,4
374.1767,4
436.6939,4
509.4677,4
364.932,4
415.7018,4
456.215,4
466.4717,4
528.9889,4
601.7627,4
337.1806,4
387.9504,4
428.4637,4
438.7203,4
501.2375,4
574.0114,4
341.1574,4
391.9272,4
432.4404,4
442.6971,4
505.2143,4
577.9881,4
343.1748,4
393.9447,4
434.4579,4
444.7145,4
507.2317,4
580.0056,4
272.1512,4
322.9211,4
363.4343,4
373.6909,4
436.2081,4
508.982,4
341.1574,4
391.9272,4
432.4404,4
442.6971,4
505.2143,4
577.9881,4
282.6432,4
333.413,4
373.9262,4
384.1828,4
446.7001,4
519.4739,4
315.9381,4
366.7079,4
407.2211,4
417.4778,4
479.995,4
552.7688,4
289.4032,4
340.173,4
380.6862,4
390.9429,4
453.4601,4
526.2339,4
350.1837,4
400.9535,4
441.4667,4
451.7233,4
514.2406,4
587.0144,4
354.9634,4
405.7332,4
446.2464,4
456.503,4
519.0203,4
591.7941,4
301.3937,4
352.1635,4
392.6767,4
402.9334,4
465.4506,4
538.2245,4
328.9459,4
379.7157,4
420.229,4
430.4856,4
493.0028,4
565.7767,4
367.193,4
417.9629,4
458.4761,4
468.7327,4
531.2499,4
604.0238,4
324.9298,4
375.6997,4
416.2129,4
426.4695,4
488.9867,4
561.7606,4
369.2043,4
419.9742,4
460.4874,4
470.744,4
533.2612,4
606.0351,4
367.193,4
417.9629,4
458.4761,4
468.7327,4
531.2499,4
604.0238,4
414.7043,4
465.4741,4
505.9873,4
516.244,4
578.7612,4
651.535,4
389.7264,4
440.4962,4
481.0094,4
491.2661,4
553.7833,4
626.5571,4
404.6836,4
455.4534,4
495.9666,4
506.2233,4
568.7405,4
641.5144,4
392.4622,4
443.232,4
483.7452,4
494.0019,4
556.5191,4
629.2929,4
404.6836,4
455.4534,4
495.9666,4
506.2233,4
568.7405,4
641.5144,4
404.4384,4
455.2082,4
495.7214,4
505.9781,4
568.4953,4
641.2691,4
376.4672,4
427.237,4
467.7502,4
478.0068,4
540.5241,4
613.2979,4
433.4949,4
484.2648,4
524.778,4
535.0346,4
597.5518,4
670.3257,4
368.4594,4
419.2292,4
459.7424,4
469.9991,4
532.5163,4
605.2901,4
427.7247,4
478.4945,4
519.0077,4
529.2644,4
591.7816,4
664.5554,4
458.4619,4
509.2317,4
549.7449,4
560.0016,4
622.5188,4
695.2926,4
398.4777,4
449.2476,4
489.7608,4
500.0174,4
562.5346,4
635.3085,4
427.7247,4
478.4945,4
519.0077,4
529.2644,4
591.7816,4
664.5554,4
398.4777,4
449.2476,4
489.7608,4
500.0174,4
562.5346,4
635.3085,4
435.2412,4
486.011,4
526.5242,4
536.7809,4
599.2981,4
672.0719,4
411.2184,4
461.9882,4
502.5014,4
512.7581,4
575.2753,4
648.0491,4
444.9754,4
495.7452,4
536.2584,4
546.5151,4
609.0323,4
681.8061,4
449.9631,4
500.733,4
541.2462,4
551.5028,4
614.02,4
686.7939,4
449.9631,4
500.733,4
541.2462,4
551.5028,4
614.02,4
686.7939,4
481.9869,4
532.7567,4
573.2699,4
583.5265,4
646.0438,4
718.8176,4
378.9529,4
429.7228,4
470.236,4
480.4926,4
543.0098,4
615.7837,4
481.9869,4
532.7567,4
573.2699,4
583.5265,4
646.0438,4
718.8176,4
479.774,4
530.5439,4
571.0571,4
581.3137,4
643.8309,4
716.6048,4
479.774,4
530.5439,4
571.0571,4
581.3137,4
643.8309,4
716.6048,4
472.2231,4
522.9929,4
563.5061,4
573.7628,4
636.28,4
709.0538,4
443.4663,4
494.2362,4
534.7494,4
545.006,4
607.5232,4
680.2971,4
476.9991,4
527.769,4
568.2822,4
578.5388,4
641.056,4
713.8299,4
472.2231,4
522.9929,4
563.5061,4
573.7628,4
636.28,4
709.0538,4
510.2861,4
561.056,4
601.5692,4
611.8258,4
674.343,4
747.1169,4
487.767,4
538.5369,4
579.0501,4
589.3067,4
651.8239,4
724.5978,4
498.7662,4
549.5361,4
590.0493,4
600.3059,4
662.8231,4
735.597,4
514.2756,4
565.0455,4
605.5587,4
615.8153,4
678.3326,4
751.1064,4
487.767,4
538.5369,4
579.0501,4
589.3067,4
651.8239,4
724.5978,4
503.2692,4
554.039,4
594.5523,4
604.8089,4
667.3261,4
740.1,4
528.531,4
579.3009,4
619.8141,4
630.0707,4
692.5879,4
765.3618,4
475.5109,4
526.2807,4
566.7939,4
577.0505,4
639.5678,4
712.3416,4
544.7948,4
595.5646,4
636.0778,4
646.3345,4
708.8517,4
781.6255,4
525.0253,4
575.7951,4
616.3083,4
626.5649,4
689.0822,4
761.856,4
487.767,4
538.5369,4
579.0501,4
589.3067,4
651.8239,4
724.5978,4
541.8066,4
592.5765,4
633.0897,4
643.3463,4
705.8635,4
778.6374,4
540.2678,4
591.0376,4
631.5508,4
641.8075,4
704.3247,4
777.0985,4
544.7948,4
595.5646,4
636.0778,4
646.3345,4
708.8517,4
781.6255,4
512.5341,4
563.304,4
603.8172,4
614.0738,4
676.591,4
749.3649,4
549.5009,4
600.2708,4
640.784,4
651.0406,4
713.5578,4
786.3317,4
512.5341,4
563.304,4
603.8172,4
614.0738,4
676.591,4
749.3649,4
549.5009,4
600.2708,4
640.784,4
651.0406,4
713.5578,4
786.3317,4
544.7948,4
595.5646,4
636.0778,4
646.3345,4
708.8517,4
781.6255,4
516.2666,4
567.0364,4
607.5496,4
617.8063,4
680.3235,4
753.0974,4
544.7948,4
595.5646,4
636.0778,4
646.3345,4
708.8517,4
781.6255,4
531.798,4
582.5679,4
623.0811,4
633.3377,4
695.8549,4
768.6288,4
544.7948,4
595.5646,4
636.0778,4
646.3345,4
708.8517,4
781.6255,4
497.5333,4
548.3031,4
588.8163,4
599.073,4
661.5902,4
734.364,4
554.0384,4
604.8083,4
645.3215,4
655.5781,4
718.0953,4
790.8692,4
587.0559,4
637.8257,4
678.3389,4
688.5956,4
751.1128,4
823.8867,4
475.4872,4
526.2571,4
566.7703,4
577.0269,4
639.5441,4
712.318,4
586.0622,4
636.832,4
677.3452,4
687.6018,4
750.1191,4
822.8929,4
560.5337,4
611.3035,4
651.8168,4
662.0734,4
724.5906,4
797.3645,4
560.5337,4
611.3035,4
651.8168,4
662.0734,4
724.5906,4
797.3645,4
521.5084,4
572.2783,4
612.7915,4
623.0481,4
685.5653,4
758.3392,4
572.2786,4
623.0485,4
663.5617,4
673.8183,4
736.3356,4
809.1094,4
554.5231,4
605.293,4
645.8062,4
656.0628,4
718.58,4
791.3539,4
572.2786,4
623.0485,4
663.5617,4
673.8183,4
736.3356,4
809.1094,4
562.7957,4
613.5656,4
654.0788,4
664.3354,4
726.8526,4
799.6265,4
572.2786,4
623.0485,4
663.5617,4
673.8183,4
736.3356,4
809.1094,4
591.5525,4
642.3223,4
682.8355,4
693.0922,4
755.6094,4
828.3832,4
539.7465,4
590.5164,4
631.0296,4
641.2862,4
703.8034,4
776.5773,4
614.3332,4
665.103,4
705.6162,4
715.8729,4
778.3901,4
851.1639,4
499.7504,4
550.5203,4
591.0335,4
601.2901,4
663.8073,4
736.5812,4
614.3332,4
665.103,4
705.6162,4
715.8729,4
778.3901,4
851.1639,4
592.7944,4
643.5642,4
684.0774,4
694.334,4
756.8513,4
829.6251,4
592.7944,4
643.5642,4
684.0774,4
694.334,4
756.8513,4
829.6251,4
521.5084,4
572.2783,4
612.7915,4
623.0481,4
685.5653,4
758.3392,4
600.3175,4
651.0874,4
691.6006,4
701.8572,4
764.3744,4
837.1483,4
574.0283,4
624.7981,4
665.3113,4
675.568,4
738.0852,4
810.8591,4
600.3175,4
651.0874,4
691.6006,4
701.8572,4
764.3744,4
837.1483,4
602.785,4
653.5549,4
694.0681,4
704.3247,4
766.8419,4
839.6158,4
631.2958,4
682.0656,4
722.5788,4
732.8355,4
795.3527,4
868.1265,4
670.3285,4
721.0983,4
761.6115,4
771.8682,4
834.3854,4
907.1592,4
682.6006,4
733.3704,4
773.8836,4
784.1403,4
846.6575,4
919.4313,4
670.5996,4
721.3694,4
761.8826,4
772.1393,4
834.6565,4
907.4303,4
631.5743,4
682.3441,4
722.8573,4
733.114,4
795.6312,4
868.4051,4
703.1403,4
753.9101,4
794.4233,4
804.68,4
867.1972,4
939.9711,4
742.3969,4
793.1667,4
833.6799,4
843.9365,4
906.4538,4
979.2276,4
92.8683,5
133.4842,5
165.8947,5
174.1,5
224.1138,5
282.3329,5
93.835,5
134.4509,5
166.8614,5
175.0667,5
225.0805,5
283.2996,5
93.835,5
134.4509,5
166.8614,5
175.0667,5
225.0805,5
283.2996,5
96.6381,5
137.254,5
169.6645,5
177.8699,5
227.8836,5
286.1027,5
100.0465,5
140.6623,5
173.0729,5
181.2782,5
231.292,5
289.5111,5
102.8642,5
143.48,5
175.8906,5
184.0959,5
234.1097,5
292.3288,5
105.655,5
146.2709,5
178.6814,5
186.8867,5
236.9005,5
295.1196,5
84.0558,5
124.6717,5
157.0822,5
165.2875,5
215.3013,5
273.5204,5
90.0506,5
130.6665,5
163.0771,5
171.2824,5
221.2961,5
279.5152,5
117.2611,5
157.877,5
190.2875,5
198.4929,5
248.5066,5
306.7257,5
101.0663,5
141.6822,5
174.0928,5
182.2981,5
232.3119,5
290.5309,5
125.2703,5
165.8862,5
198.2967,5
206.502,5
256.5158,5
314.7349,5
125.2703,5
165.8862,5
198.2967,5
206.502,5
256.5158,5
314.7349,5
130.0601,5
170.676,5
203.0865,5
211.2918,5
261.3056,5
319.5247,5
97.661,5
138.2769,5
170.6875,5
178.8928,5
228.9065,5
287.1256,5
135.6728,5
176.2887,5
208.6993,5
216.9046,5
266.9183,5
325.1374,5
143.0696,5
183.6855,5
216.0961,5
224.3014,5
274.3151,5
332.5342,5
149.6907,5
190.3066,5
222.7172,5
230.9225,5
280.9362,5
339.1553,5
126.8749,5
167.4907,5
199.9013,5
208.1066,5
258.1204,5
316.3395,5
127.8709,5
168.4868,5
200.8973,5
209.1027,5
259.1164,5
317.3355,5
155.6791,5
196.295,5
228.7055,5
236.9108,5
286.9246,5
345.1437,5
124.6754,5
165.2913,5
197.7018,5
205.9071,5
255.9209,5
314.14,5
132.4884,5
173.1043,5
205.5148,5
213.7201,5
263.7339,5
321.953,5
158.6782,5
199.2941,5
231.7046,5
239.91,5
289.9237,5
348.1428,5
155.8956,5
196.5115,5
228.922,5
237.1274,5
287.1411,5
345.3602,5
161.0855,5
201.7014,5
234.1119,5
242.3172,5
292.331,5
350.5501,5
161.4813,5
202.0972,5
234.5078,5
242.7131,5
292.7269,5
350.9459,5
168.6778,5
209.2937,5
241.7042,5
249.9095,5
299.9233,5
358.1424,5
168.6886,5
209.3045,5
241.7151,5
249.9204,5
299.9341,5
358.1532,5
168.6778,5
209.2937,5
241.7042,5
249.9095,5
299.9233,5
358.1424,5
132.8697,5
173.4856,5
205.8961,5
214.1014,5
264.1152,5
322.3343,5
178.2959,5
218.9118,5
251.3223,5
259.5276,5
309.5414,5
367.7605,5
181.2981,5
221.9139,5
254.3245,5
262.5298,5
312.5436,5
370.7627,5
181.5146,5
222.1305,5
254.541,5
262.7463,5
312.7601,5
370.9792,5
181.5146,5
222.1305,5
254.541,5
262.7463,5
312.7601,5
370.9792,5
185.0992,5
225.7151,5
258.1257,5
266.331,5
316.3448,5
374.5638,5
188.0992,5
228.715,5
261.1256,5
269.3309,5
319.3447,5
377.5638,5
167.6973,5
208.3132,5
240.7238,5
248.9291,5
298.9428,5
357.1619,5
193.4876,5
234.1035,5
266.514,5
274.7193,5
324.7331,5
382.9522,5
170.103,5
210.7189,5
243.1295,5
251.3348,5
301.3485,5
359.5676,5
170.103,5
210.7189,5
243.1295,5
251.3348,5
301.3485,5
359.5676,5
169.2872,5
209.9031,5
242.3137,5
250.519,5
300.5328,5
358.7518,5
169.2872,5
209.9031,5
242.3137,5
250.519,5
300.5328,5
358.7518,5
203.9149,5
244.5308,5
276.9413,5
285.1466,5
335.1604,5
393.3795,5
204.1067,5
244.7225,5
277.1331,5
285.3384,5
335.3522,5
393.5713,5
210.9078,5
251.5236,5
283.9342,5
292.1395,5
342.1533,5
400.3724,5
213.1255,5
253.7414,5
286.1519,5
294.3572,5
344.371,5
402.5901,5
188.1029,5
228.7188,5
261.1293,5
269.3346,5
319.3484,5
377.5675,5
215.5087,5
256.1246,5
288.5351,5
296.7404,5
346.7542,5
404.9733,5
188.1029,5
228.7188,5
261.1293,5
269.3346,5
319.3484,5
377.5675,5
218.9286,5
259.5444,5
291.955,5
300.1603,5
350.1741,5
408.3932,5
195.722,5
236.3379,5
268.7485,5
276.9538,5
326.9675,5
385.1866,5
195.722,5
236.3379,5
268.7485,5
276.9538,5
326.9675,5
385.1866,5
193.4876,5
234.1035,5
266.514,5
274.7193,5
324.7331,5
382.9522,5
200.5075,5
241.1233,5
273.5339,5
281.7392,5
331.753,5
389.9721,5
227.112,5
267.7279,5
300.1385,5
308.3438,5
358.3576,5
416.5766,5
214.3168,5
254.9327,5
287.3432,5
295.5485,5
345.5623,5
403.7814,5
229.1104,5
269.7263,5
302.1368,5
310.3421,5
360.3559,5
418.575,5
226.316,5
266.9319,5
299.3424,5
307.5477,5
357.5615,5
415.7806,5
229.9152,5
270.531,5
302.9416,5
311.1469,5
361.1607,5
419.3798,5
229.1104,5
269.7263,5
302.1368,5
310.3421,5
360.3559,5
418.575,5
207.3202,5
247.9361,5
280.3466,5
288.5519,5
338.5657,5
396.7848,5
263.9385,5
304.5544,5
336.965,5
345.1703,5
395.184,5
453.4031,5
201.3203,5
241.9362,5
274.3468,5
282.5521,5
332.5658,5
390.7849,5
229.7248,5
270.3407,5
302.7513,5
310.9566,5
360.9704,5
419.1895,5
274.9562,5
315.5721,5
347.9827,5
356.188,5
406.2017,5
464.4208,5
252.7302,5
293.3461,5
325.7567,5
333.962,5
383.9758,5
442.1948,5
252.9519,5
293.5678,5
325.9784,5
334.1837,5
384.1974,5
442.4165,5
230.9213,5
271.5372,5
303.9477,5
312.153,5
362.1668,5
420.3859,5
254.7294,5
295.3453,5
327.7558,5
335.9611,5
385.9749,5
444.194,5
286.7355,5
327.3514,5
359.762,5
367.9673,5
417.981,5
476.2001,5
254.7294,5
295.3453,5
327.7558,5
335.9611,5
385.9749,5
444.194,5
254.7294,5
295.3453,5
327.7558,5
335.9611,5
385.9749,5
444.194,5
226.7314,5
267.3473,5
299.7579,5
307.9632,5
357.9769,5
416.196,5
260.7446,5
301.3604,5
333.771,5
341.9763,5
391.9901,5
450.2092,5
257.9516,5
298.5675,5
330.9781,5
339.1834,5
389.1972,5
447.4162,5
218.311,5
258.9269,5
291.3375,5
299.5428,5
349.5565,5
407.7756,5
292.147,5
332.7629,5
365.1735,5
373.3788,5
423.3926,5
481.6116,5
269.9459,5
310.5618,5
342.9724,5
351.1777,5
401.1915,5
459.4105,5
273.1274,5
313.7432,5
346.1538,5
354.3591,5
404.3729,5
462.592,5
274.7413,5
315.3572,5
347.7678,5
355.9731,5
405.9868,5
464.2059,5
217.9225,5
258.5383,5
290.9489,5
299.1542,5
349.168,5
407.3871,5
273.1274,5
313.7432,5
346.1538,5
354.3591,5
404.3729,5
462.592,5
226.316,5
266.9319,5
299.3424,5
307.5477,5
357.5615,5
415.7806,5
252.9519,5
293.5678,5
325.9784,5
334.1837,5
384.1974,5
442.4165,5
231.724,5
272.3399,5
304.7504,5
312.9557,5
362.9695,5
421.1886,5
280.3484,5
320.9643,5
353.3748,5
361.5801,5
411.5939,5
469.813,5
284.1721,5
324.788,5
357.1986,5
365.4039,5
415.4177,5
473.6367,5
241.3164,5
281.9323,5
314.3429,5
322.5482,5
372.5619,5
430.781,5
263.3582,5
303.9741,5
336.3846,5
344.5899,5
394.6037,5
452.8228,5
293.9559,5
334.5717,5
366.9823,5
375.1876,5
425.2014,5
483.4205,5
260.1453,5
300.7612,5
333.1718,5
341.3771,5
391.3908,5
449.6099,5
295.5649,5
336.1808,5
368.5914,5
376.7967,5
426.8105,5
485.0295,5
293.9559,5
334.5717,5
366.9823,5
375.1876,5
425.2014,5
483.4205,5
331.9649,5
372.5808,5
404.9913,5
413.1966,5
463.2104,5
521.4295,5
311.9826,5
352.5984,5
385.009,5
393.2143,5
443.2281,5
501.4472,5
323.9483,5
364.5642,5
396.9748,5
405.1801,5
455.1939,5
513.4129,5
314.1712,5
354.7871,5
387.1976,5
395.4029,5
445.4167,5
503.6358,5
323.9483,5
364.5642,5
396.9748,5
405.1801,5
455.1939,5
513.4129,5
323.7521,5
364.368,5
396.7786,5
404.9839,5
454.9977,5
513.2168,5
301.3752,5
341.9911,5
374.4016,5
382.6069,5
432.6207,5
490.8398,5
346.9974,5
387.6133,5
420.0238,5
428.2291,5
478.2429,5
536.462,5
294.969,5
335.5848,5
367.9954,5
376.2007,5
426.2145,5
484.4336,5
342.3812,5
382.9971,5
415.4076,5
423.6129,5
473.6267,5
531.8458,5
366.971,5
407.5868,5
439.9974,5
448.2027,5
498.2165,5
556.4356,5
318.9836,5
359.5995,5
392.0101,5
400.2154,5
450.2292,5
508.4482,5
342.3812,5
382.9971,5
415.4076,5
423.6129,5
473.6267,5
531.8458,5
318.9836,5
359.5995,5
392.0101,5
400.2154,5
450.2292,5
508.4482,5
348.3944,5
389.0103,5
421.4208,5
429.6262,5
479.6399,5
537.859,5
329.1762,5
369.792,5
402.2026,5
410.4079,5
460.4217,5
518.6408,5
356.1818,5
396.7976,5
429.2082,5
437.4135,5
487.4273,5
545.6464,5
360.172,5
400.7878,5
433.1984,5
441.4037,5
491.4175,5
549.6366,5
360.172,5
400.7878,5
433.1984,5
441.4037,5
491.4175,5
549.6366,5
385.7909,5
426.4068,5
458.8174,5
467.0227,5
517.0365,5
575.2556,5
303.3638,5
343.9797,5
376.3902,5
384.5955,5
434.6093,5
492.8284,5
385.7909,5
426.4068,5
458.8174,5
467.0227,5
517.0365,5
575.2556,5
384.0207,5
424.6365,5
457.0471,5
465.2524,5
515.2662,5
573.4853,5
384.0207,5
424.6365,5
457.0471,5
465.2524,5
515.2662,5
573.4853,5
377.9799,5
418.5958,5
451.0064,5
459.2117,5
509.2254,5
567.4445,5
354.9745,5
395.5904,5
428.001,5
436.2063,5
486.2201,5
544.4391,5
381.8008,5
422.4166,5
454.8272,5
463.0325,5
513.0463,5
571.2654,5
377.9799,5
418.5958,5
451.0064,5
459.2117,5
509.2254,5
567.4445,5
408.4304,5
449.0462,5
481.4568,5
489.6621,5
539.6759,5
597.895,5
390.4151,5
431.031,5
463.4415,5
471.6468,5
521.6606,5
579.8797,5
399.2144,5
439.8303,5
472.2409,5
480.4462,5
530.46,5
588.679,5
411.622,5
452.2378,5
484.6484,5
492.8537,5
542.8675,5
601.0866,5
390.4151,5
431.031,5
463.4415,5
471.6468,5
521.6606,5
579.8797,5
402.8168,5
443.4327,5
475.8433,5
484.0486,5
534.0623,5
592.2814,5
423.0263,5
463.6421,5
496.0527,5
504.258,5
554.2718,5
